,id,age,sport,years experience,hours training,ranking
3729,1352,16,Basketball,2,12.62,0.45
3730,1353,14,Basketball,4,8.0,0.54
3731,1353,15,Basketball,5,9.31,0.75
3732,1355,15,Soccer,1,13.7,0.24
3733,1356,15,Swimming,1,7.7,0.01
3734,1358,14,Track and Field,4,12.0,0.78
3735,1358,15,Track and Field,5,16.17,0.9
3736,1358,16,Track and Field,6,22.01,0.98
3737,1358,16,Swimming,1,12.0,0.21
3738,1358,15,Soccer,1,12.7,0.19
3739,1358,16,Soccer,2,14.92,0.52
3740,1360,15,Basketball,1,11.7,0.2
3741,1360,15,Track and Field,1,13.7,0.29
3742,1361,15,Track and Field,4,12.3,0.74
3743,1361,16,Track and Field,5,13.99,0.9
3744,1362,17,Track and Field,1,12.3,0.21
3745,1362,18,Track and Field,2,13.71,0.47
3746,1367,16,Swimming,1,10.0,0.12
3747,1367,15,Soccer,3,11.1,0.57
3748,1367,16,Soccer,4,15.33,0.85
3749,1367,15,Track and Field,4,9.3,0.65
3750,1367,16,Track and Field,5,11.59,0.81
3751,1368,15,Soccer,1,12.7,0.23
3752,1368,15,Basketball,4,12.3,0.75
3753,1369,16,Track and Field,1,9.0,0.04
3754,1369,17,Track and Field,2,10.92,0.39
3755,1369,16,Soccer,1,14.0,0.31
3756,1369,17,Soccer,2,17.19,0.63
3757,1369,15,Basketball,3,15.1,0.72
3758,1369,16,Basketball,4,19.4,0.92
3759,1369,17,Basketball,5,23.11,0.97
3760,1370,15,Basketball,2,9.9,0.38
3761,1370,15,Swimming,3,14.1,0.69
3762,1372,15,Basketball,2,7.9,0.3
3763,1372,15,Swimming,4,12.3,0.76
3764,1373,16,Basketball,1,12.0,0.17
3765,1373,17,Basketball,2,13.93,0.5
3766,1373,16,Soccer,1,11.0,0.11
3767,1373,17,Soccer,2,14.84,0.55
3768,1375,16,Basketball,1,13.0,0.23
3769,1375,17,Basketball,2,17.42,0.59
3770,1375,18,Basketball,3,20.42,0.84
3771,1375,16,Swimming,1,13.0,0.29
3772,1375,17,Swimming,2,14.63,0.48
3773,1375,18,Swimming,3,18.83,0.82
3774,1376,14,Swimming,4,11.0,0.72
3775,1376,14,Soccer,1,7.4,0.02
3776,1376,14,Basketball,2,7.6,0.29
3777,1377,16,Track and Field,1,11.0,0.11
3778,1377,17,Track and Field,2,13.78,0.52
3779,1378,16,Swimming,1,12.0,0.22
3780,1378,17,Swimming,2,13.58,0.52
3781,1378,17,Soccer,1,9.3,0.08
3782,1378,15,Basketball,2,8.9,0.36
3783,1378,16,Basketball,3,11.54,0.58
3784,1378,17,Basketball,4,14.94,0.84
3785,1379,15,Basketball,2,7.9,0.31
3786,1379,15,Soccer,2,10.9,0.38
3787,1379,15,Track and Field,1,7.7,0.02
3788,1380,14,Track and Field,3,14.8,0.73
3789,1380,15,Track and Field,4,19.0,0.91
3790,1380,16,Track and Field,5,25.79,0.98
3791,1380,14,Swimming,4,11.0,0.74
3792,1380,15,Swimming,5,14.7,0.89
3793,1380,16,Swimming,6,17.91,0.97
3794,1380,15,Basketball,1,7.7,0.02
3795,1380,16,Basketball,2,10.61,0.38
3796,1381,14,Track and Field,4,10.0,0.66
3797,1381,14,Soccer,2,13.6,0.49
3798,1381,14,Basketball,1,14.4,0.33
3799,1382,15,Basketball,3,9.1,0.5
3800,1382,16,Basketball,4,10.97,0.74
3801,1382,17,Basketball,5,12.42,0.82
3802,1382,16,Soccer,1,15.0,0.28
3803,1382,17,Soccer,2,19.3,0.63
3804,1384,15,Track and Field,1,14.7,0.26
3805,1384,16,Track and Field,2,20.32,0.63
3806,1384,17,Track and Field,3,27.2,0.91
3807,1384,18,Track and Field,4,36.91,0.99
3808,1385,15,Track and Field,1,8.7,0.03
3809,1385,16,Track and Field,2,12.06,0.43
3810,1385,14,Swimming,2,12.6,0.49
3811,1385,15,Swimming,3,14.4,0.69
3812,1385,16,Swimming,4,17.17,0.89
3813,1386,18,Track and Field,1,12.6,0.18
3814,1386,16,Soccer,1,9.0,0.09
3815,1386,17,Soccer,2,12.32,0.47
3816,1386,18,Soccer,3,16.02,0.77
3817,1387,15,Basketball,1,7.7,0.01
3818,1387,15,Track and Field,1,9.7,0.07
3819,1387,14,Soccer,3,14.8,0.69
3820,1387,15,Soccer,4,17.1,0.87
3821,1388,15,Track and Field,4,11.3,0.69
3822,1388,16,Track and Field,5,12.99,0.85
3823,1388,15,Basketball,2,7.9,0.33
3824,1388,16,Basketball,3,10.4,0.57
3825,1390,15,Basketball,1,13.7,0.24
3826,1390,16,Basketball,2,18.42,0.66
3827,1391,15,Track and Field,3,15.1,0.7
3828,1391,16,Track and Field,4,20.39,0.92
3829,1392,15,Soccer,1,13.7,0.29
3830,1392,16,Soccer,2,17.22,0.56
3831,1392,16,Swimming,1,10.0,0.14
3832,1392,15,Track and Field,3,8.1,0.41
3833,1392,16,Track and Field,4,10.86,0.71
3834,1393,14,Basketball,2,13.6,0.47
3835,1394,16,Soccer,1,10.0,0.12
3836,1394,17,Soccer,2,13.09,0.45
3837,1394,15,Swimming,2,7.9,0.35
3838,1394,16,Swimming,3,8.75,0.5
3839,1394,17,Swimming,4,12.07,0.74
3840,1394,17,Track and Field,1,14.3,0.28
3841,1395,14,Basketball,4,9.0,0.66
3842,1395,14,Track and Field,4,15.0,0.86
3843,1396,14,Soccer,3,12.8,0.67
3844,1396,15,Soccer,4,14.99,0.85
3845,1396,16,Soccer,5,18.65,0.94
3846,1396,16,Swimming,1,12.0,0.23
3847,1396,15,Basketball,1,8.7,0.04
3848,1396,16,Basketball,2,11.33,0.41
3849,1397,14,Track and Field,4,13.0,0.79
3850,1397,15,Track and Field,5,15.26,0.89
3851,1397,14,Basketball,3,13.8,0.72
3852,1397,15,Basketball,4,15.46,0.82
3853,1398,16,Soccer,1,10.0,0.12
3854,1398,16,Swimming,1,15.0,0.28
3855,1398,16,Basketball,1,12.0,0.22
3856,1399,15,Soccer,2,13.9,0.53
3857,1399,16,Soccer,3,15.68,0.76
3858,1399,17,Soccer,4,21.61,0.93
3859,1399,17,Track and Field,1,8.3,0.06
3860,1400,14,Track and Field,3,9.8,0.56
3861,1400,15,Track and Field,4,13.16,0.79
3862,1400,15,Basketball,1,9.7,0.09
3863,1401,15,Basketball,3,15.1,0.72
3864,1401,16,Basketball,4,20.93,0.92
3865,1401,16,Swimming,1,15.0,0.34
3866,1403,14,Soccer,4,12.0,0.78
3867,1403,14,Swimming,4,9.0,0.65
3868,1403,14,Track and Field,1,11.4,0.21
3869,1404,16,Swimming,1,12.0,0.19
3870,1404,15,Soccer,2,14.9,0.57
3871,1404,16,Soccer,3,19.88,0.83
3872,1405,17,Track and Field,1,13.3,0.28
3873,1405,14,Swimming,3,11.8,0.59
3874,1405,15,Swimming,4,15.7,0.86
3875,1405,16,Swimming,5,18.41,0.94
3876,1405,17,Swimming,6,24.2,0.99
3877,1407,15,Track and Field,1,14.7,0.34
3878,1407,16,Track and Field,2,17.12,0.58
3879,1407,15,Soccer,3,11.1,0.59
3880,1407,16,Soccer,4,15.48,0.87
3881,1408,14,Track and Field,3,8.8,0.46
3882,1409,17,Basketball,1,14.3,0.31
3883,1409,18,Basketball,2,17.45,0.64
3884,1409,16,Soccer,1,11.0,0.16
3885,1409,17,Soccer,2,13.5,0.51
3886,1409,18,Soccer,3,16.55,0.75
3887,1409,15,Track and Field,4,9.3,0.61
3888,1409,16,Track and Field,5,12.91,0.85
3889,1409,17,Track and Field,6,16.24,0.95
3890,1409,18,Track and Field,7,22.27,0.99
3891,1410,17,Basketball,1,8.3,0.02
3892,1410,18,Basketball,2,10.96,0.41
3893,1410,18,Swimming,1,12.6,0.21
3894,1410,15,Soccer,3,11.1,0.59
3895,1410,16,Soccer,4,13.79,0.79
3896,1410,17,Soccer,5,15.66,0.91
3897,1410,18,Soccer,6,17.74,0.95
3898,1411,16,Soccer,1,13.0,0.21
3899,1411,15,Swimming,1,12.7,0.25
3900,1411,16,Swimming,2,14.79,0.5
3901,1411,15,Basketball,1,10.7,0.1
3902,1411,16,Basketball,2,13.53,0.51
3903,1412,15,Basketball,4,8.3,0.54
3904,1412,16,Basketball,5,10.08,0.78
3905,1412,15,Track and Field,2,8.9,0.36
3906,1412,16,Track and Field,3,10.46,0.54
3907,1413,14,Track and Field,4,10.0,0.63
3908,1413,15,Track and Field,5,12.47,0.86
3909,1413,15,Swimming,1,10.7,0.17
3910,1413,15,Soccer,1,14.7,0.33
3911,1414,15,Soccer,1,8.7,0.07
3912,1414,14,Swimming,4,12.0,0.76
3913,1414,15,Swimming,5,15.67,0.92
3914,1415,17,Track and Field,1,8.3,0.04
3915,1415,15,Swimming,1,7.7,0.01
3916,1415,16,Swimming,2,10.45,0.39
3917,1415,17,Swimming,3,11.57,0.57
3918,1417,14,Swimming,4,15.0,0.84
3919,1417,15,Swimming,5,17.64,0.93
3920,1417,14,Track and Field,3,7.8,0.4
3921,1417,15,Track and Field,4,10.28,0.67
3922,1418,17,Swimming,1,8.3,0.02
3923,1418,18,Swimming,2,10.72,0.39
3924,1418,17,Soccer,1,14.3,0.33
3925,1418,18,Soccer,2,19.79,0.69
3926,1418,17,Basketball,1,10.3,0.09
3927,1418,18,Basketball,2,13.75,0.46
3928,1420,16,Basketball,1,14.0,0.28
3929,1421,15,Soccer,1,8.7,0.05
3930,1421,14,Swimming,2,14.6,0.56
3931,1421,15,Swimming,3,20.33,0.82
3932,1422,16,Basketball,1,10.0,0.11
3933,1422,17,Basketball,2,13.69,0.49
3934,1422,18,Basketball,3,16.73,0.77
3935,1422,16,Track and Field,1,12.0,0.22
3936,1422,17,Track and Field,2,16.33,0.59
3937,1422,18,Track and Field,3,19.56,0.8
3938,1422,15,Swimming,4,14.3,0.83
3939,1422,16,Swimming,5,19.16,0.96
3940,1422,17,Swimming,6,22.45,0.98
3941,1422,18,Swimming,7,26.21,0.99
3942,1423,14,Swimming,4,15.0,0.85
3943,1424,18,Swimming,1,8.6,0.03
3944,1427,16,Swimming,1,8.0,0.02
3945,1427,17,Swimming,2,8.95,0.35
3946,1427,17,Basketball,1,14.3,0.26
3947,1428,15,Track and Field,2,13.9,0.51
3948,1428,15,Basketball,2,9.9,0.38
3949,1429,16,Basketball,1,10.0,0.09
3950,1429,15,Swimming,3,8.1,0.44
3951,1429,16,Swimming,4,10.4,0.67
3952,1429,15,Soccer,1,11.7,0.16
3953,1429,16,Soccer,2,14.81,0.53
3954,1430,14,Basketball,4,9.0,0.65
3955,1430,15,Basketball,5,11.35,0.84
3956,1430,16,Basketball,6,15.21,0.94
3957,1430,16,Track and Field,1,10.0,0.13
3958,1430,15,Swimming,1,7.7,0.02
3959,1430,16,Swimming,2,9.16,0.37
3960,1431,16,Soccer,1,11.0,0.12
3961,1431,15,Track and Field,1,11.7,0.17
3962,1431,16,Track and Field,2,15.56,0.51
3963,1431,16,Swimming,1,12.0,0.23
3964,1433,18,Swimming,1,9.6,0.12
3965,1435,16,Swimming,1,13.0,0.25
3966,1435,15,Basketball,1,8.7,0.07
3967,1435,16,Basketball,2,9.97,0.37
3968,1435,16,Track and Field,1,15.0,0.28
3969,1436,15,Swimming,2,14.9,0.52
3970,1438,15,Swimming,2,13.9,0.47
3971,1438,16,Swimming,3,16.18,0.77
3972,1438,15,Basketball,3,11.1,0.58
3973,1438,16,Basketball,4,12.53,0.77
3974,1438,16,Track and Field,1,11.0,0.16
3975,1439,14,Basketball,4,12.0,0.74
3976,1440,15,Soccer,2,12.9,0.45
3977,1440,16,Soccer,3,14.47,0.7
3978,1440,16,Basketball,1,11.0,0.17
3979,1440,16,Track and Field,1,14.0,0.26
3980,1442,16,Track and Field,1,11.0,0.14
3981,1442,17,Track and Field,2,13.54,0.49
3982,1442,16,Soccer,1,8.0,0.01
3983,1442,17,Soccer,2,9.81,0.39
3984,1442,17,Swimming,1,10.3,0.16
3985,1443,16,Track and Field,1,14.0,0.27
3986,1443,16,Basketball,1,9.0,0.05
3987,1444,14,Basketball,3,11.8,0.64
3988,1445,14,Soccer,4,10.0,0.65
3989,1445,14,Swimming,2,8.6,0.36
3990,1446,16,Track and Field,1,8.0,0.01
3991,1446,17,Track and Field,2,11.06,0.42
3992,1446,18,Track and Field,3,12.53,0.64
3993,1446,16,Soccer,1,9.0,0.08
3994,1446,17,Soccer,2,10.77,0.39
3995,1446,18,Soccer,3,14.92,0.74
3996,1447,16,Swimming,1,8.0,0.06
3997,1448,15,Basketball,3,15.1,0.7
3998,1450,14,Swimming,2,12.6,0.46
3999,1450,15,Swimming,3,15.98,0.75
4000,1451,14,Track and Field,2,13.6,0.47
4001,1451,15,Track and Field,3,16.48,0.76
4002,1451,14,Swimming,2,10.6,0.38
4003,1451,15,Swimming,3,11.96,0.65
4004,1451,15,Soccer,1,11.7,0.2
4005,1452,15,Track and Field,1,12.7,0.21
4006,1452,16,Track and Field,2,15.98,0.56
4007,1452,16,Swimming,1,13.0,0.29
4008,1452,14,Soccer,4,8.0,0.57
4009,1452,15,Soccer,5,9.87,0.76
4010,1452,16,Soccer,6,12.31,0.89
4011,1453,15,Track and Field,1,7.7,0.04
4012,1453,15,Basketball,2,9.9,0.39
4013,1454,16,Track and Field,1,14.0,0.26
4014,1454,17,Track and Field,2,16.76,0.54
4015,1454,17,Soccer,1,8.3,0.03
4016,1454,15,Swimming,1,8.7,0.06
4017,1454,16,Swimming,2,11.06,0.39
4018,1454,17,Swimming,3,15.19,0.75
4019,1455,15,Basketball,2,14.9,0.52
4020,1457,15,Swimming,4,13.3,0.82
4021,1457,16,Swimming,5,16.27,0.92
4022,1457,16,Soccer,1,14.0,0.31
4023,1459,16,Track and Field,1,15.0,0.34
4024,1459,14,Basketball,4,14.0,0.78
4025,1459,15,Basketball,5,16.87,0.93
4026,1459,16,Basketball,6,19.72,0.97
4027,1461,15,Track and Field,1,9.7,0.08
4028,1461,16,Track and Field,2,11.87,0.42
4029,1461,16,Basketball,1,13.0,0.22
4030,1461,16,Swimming,1,13.0,0.25
4031,1462,16,Swimming,1,8.0,0.05
4032,1462,17,Swimming,2,11.19,0.43
4033,1462,18,Swimming,3,14.21,0.73
4034,1463,15,Soccer,4,12.3,0.73
4035,1464,15,Track and Field,2,10.9,0.38
4036,1464,15,Swimming,2,12.9,0.48
4037,1465,18,Basketball,1,9.6,0.11
4038,1465,18,Soccer,1,12.6,0.2
4039,1467,17,Soccer,1,8.3,0.05
4040,1467,18,Soccer,2,11.43,0.42
4041,1468,17,Soccer,1,11.3,0.15
4042,1468,16,Basketball,1,9.0,0.04
4043,1468,17,Basketball,2,11.34,0.43
4044,1470,18,Soccer,1,8.6,0.06
4045,1470,18,Swimming,1,8.6,0.03
4046,1470,18,Track and Field,1,9.6,0.06
4047,1471,18,Soccer,1,15.6,0.33
4048,1471,15,Basketball,1,7.7,0.02
4049,1471,16,Basketball,2,8.7,0.36
4050,1471,17,Basketball,3,11.97,0.65
4051,1471,18,Basketball,4,13.39,0.79
4052,1471,16,Swimming,1,10.0,0.14
4053,1471,17,Swimming,2,12.46,0.47
4054,1471,18,Swimming,3,14.94,0.71
4055,1472,15,Soccer,1,11.7,0.15
4056,1472,16,Soccer,2,13.6,0.52
4057,1472,16,Basketball,1,13.0,0.24
4058,1473,14,Basketball,2,7.6,0.32
4059,1473,14,Soccer,4,8.0,0.56
4060,1474,16,Track and Field,1,15.0,0.3
4061,1474,17,Track and Field,2,18.72,0.67
4062,1474,15,Swimming,2,8.9,0.36
4063,1474,16,Swimming,3,10.0,0.5
4064,1474,17,Swimming,4,11.05,0.73
4065,1475,15,Basketball,4,8.3,0.62
4066,1475,15,Swimming,1,8.7,0.04
4067,1475,15,Soccer,4,12.3,0.73
4068,1477,15,Soccer,1,14.7,0.34
4069,1477,14,Basketball,1,9.4,0.07
4070,1477,15,Basketball,2,12.18,0.44
4071,1477,15,Track and Field,1,14.7,0.27
4072,1479,16,Basketball,1,10.0,0.07
4073,1479,17,Basketball,2,13.35,0.44
4074,1480,14,Soccer,2,8.6,0.36
4075,1480,14,Track and Field,3,13.8,0.69
4076,1480,14,Swimming,2,7.6,0.32
4077,1481,16,Swimming,1,8.0,0.03
4078,1481,17,Swimming,2,9.75,0.36
4079,1482,14,Basketball,2,11.6,0.42
4080,1484,15,Basketball,2,11.9,0.43
4081,1486,16,Soccer,1,11.0,0.15
4082,1487,15,Swimming,3,15.1,0.76
4083,1487,16,Swimming,4,18.88,0.89
4084,1487,15,Basketball,1,11.7,0.18
4085,1487,16,Basketball,2,14.28,0.52
4086,1487,16,Soccer,1,15.0,0.32
4087,1488,14,Soccer,1,9.4,0.11
4088,1488,15,Soccer,2,10.99,0.39
4089,1489,14,Soccer,2,13.6,0.51
4090,1489,15,Soccer,3,15.29,0.76
4091,1489,16,Soccer,4,17.02,0.86
4092,1489,14,Swimming,3,11.8,0.65
4093,1489,15,Swimming,4,15.27,0.86
4094,1489,16,Swimming,5,17.51,0.94
4095,1490,17,Swimming,1,14.3,0.25
4096,1490,18,Swimming,2,16.76,0.61
4097,1490,17,Soccer,1,13.3,0.27
4098,1490,18,Soccer,2,14.76,0.5
4099,1491,17,Soccer,1,12.3,0.19
4100,1491,18,Soccer,2,15.75,0.56
4101,1491,16,Basketball,1,12.0,0.17
4102,1491,17,Basketball,2,14.41,0.54
4103,1491,18,Basketball,3,18.11,0.83
4104,1492,16,Soccer,1,15.0,0.29
4105,1492,17,Soccer,2,16.88,0.57
4106,1493,15,Swimming,2,9.9,0.36
4107,1493,15,Soccer,2,9.9,0.38
4108,1496,16,Basketball,1,9.0,0.06
4109,1496,17,Basketball,2,11.88,0.43
4110,1496,16,Swimming,1,8.0,0.02
4111,1496,17,Swimming,2,10.13,0.39
4112,1496,16,Track and Field,1,14.0,0.32
4113,1496,17,Track and Field,2,17.29,0.62
4114,1497,15,Track and Field,1,12.7,0.23
4115,1497,16,Track and Field,2,17.05,0.57
4116,1497,15,Soccer,4,11.3,0.71
4117,1497,16,Soccer,5,14.31,0.9
4118,1498,16,Swimming,1,8.0,0.05
4119,1498,17,Swimming,2,9.07,0.35
4120,1498,18,Swimming,3,11.95,0.59
4121,1498,18,Basketball,1,13.6,0.26
4122,1500,17,Track and Field,1,13.3,0.24
4123,1501,17,Soccer,1,14.3,0.3
4124,1501,18,Soccer,2,17.24,0.59
4125,1501,16,Basketball,1,15.0,0.27
4126,1501,17,Basketball,2,18.53,0.64
4127,1501,18,Basketball,3,22.59,0.88
4128,1501,15,Swimming,3,10.1,0.51
4129,1501,16,Swimming,4,12.51,0.77
4130,1501,17,Swimming,5,17.39,0.94
4131,1501,18,Swimming,6,23.24,0.99
4132,1502,15,Basketball,1,14.7,0.34
4133,1502,16,Basketball,2,17.27,0.65
4134,1502,17,Basketball,3,23.02,0.87
4135,1502,17,Soccer,1,14.3,0.24
4136,1502,16,Swimming,1,8.0,0.01
4137,1502,17,Swimming,2,9.41,0.38
4138,1503,15,Swimming,2,13.9,0.53
4139,1503,16,Swimming,3,17.87,0.8
4140,1503,17,Swimming,4,20.26,0.92
4141,1503,15,Basketball,2,7.9,0.33
4142,1503,16,Basketball,3,9.63,0.54
4143,1503,17,Basketball,4,11.81,0.75
4144,1504,15,Track and Field,1,8.7,0.02
4145,1505,15,Swimming,1,7.7,0.0
4146,1505,16,Swimming,2,8.92,0.37
4147,1509,17,Basketball,1,13.3,0.26
4148,1509,14,Soccer,3,13.8,0.71
4149,1509,15,Soccer,4,18.18,0.9
4150,1509,16,Soccer,5,21.14,0.95
4151,1509,17,Soccer,6,28.73,0.99
4152,1509,15,Swimming,1,11.7,0.23
4153,1509,16,Swimming,2,15.54,0.59
4154,1509,17,Swimming,3,19.53,0.85
4155,1510,16,Swimming,1,14.0,0.32
4156,1510,15,Basketball,3,12.1,0.62
4157,1510,16,Basketball,4,14.97,0.83
4158,1511,15,Basketball,2,13.9,0.51
4159,1511,15,Track and Field,2,8.9,0.35
4160,1512,15,Basketball,1,10.7,0.12
4161,1512,16,Basketball,2,14.75,0.54
4162,1513,14,Swimming,4,10.0,0.71
4163,1513,15,Swimming,5,13.74,0.87
4164,1513,16,Swimming,6,17.21,0.96
4165,1513,16,Basketball,1,9.0,0.04
4166,1513,14,Soccer,3,9.8,0.5
4167,1513,15,Soccer,4,13.61,0.78
4168,1513,16,Soccer,5,16.13,0.91
4169,1515,18,Swimming,1,10.6,0.17
4170,1516,15,Track and Field,1,10.7,0.14
4171,1516,15,Swimming,1,10.7,0.11
4172,1516,14,Soccer,1,9.4,0.08
4173,1516,15,Soccer,2,10.47,0.38
4174,1518,17,Swimming,1,11.3,0.15
4175,1518,15,Track and Field,1,9.7,0.12
4176,1518,16,Track and Field,2,13.03,0.45
4177,1518,17,Track and Field,3,16.47,0.79
4178,1519,15,Soccer,1,9.7,0.1
4179,1520,14,Swimming,2,10.6,0.38
4180,1520,15,Swimming,3,13.79,0.66
4181,1520,16,Swimming,4,16.88,0.89
4182,1522,15,Basketball,2,12.9,0.45
4183,1522,15,Track and Field,4,13.3,0.8
4184,1525,16,Basketball,1,14.0,0.29
4185,1525,17,Basketball,2,16.35,0.61
4186,1525,15,Track and Field,2,11.9,0.4
4187,1525,16,Track and Field,3,15.0,0.71
4188,1525,17,Track and Field,4,20.04,0.91
4189,1526,15,Swimming,1,14.7,0.33
4190,1526,16,Swimming,2,19.61,0.64
4191,1529,15,Track and Field,1,9.7,0.13
4192,1529,16,Track and Field,2,11.36,0.43
4193,1529,17,Track and Field,3,12.72,0.62
4194,1529,16,Soccer,1,10.0,0.1
4195,1529,17,Soccer,2,12.41,0.44
4196,1530,14,Soccer,1,14.4,0.25
4197,1530,15,Soccer,2,18.6,0.62
4198,1530,16,Soccer,3,24.05,0.87
4199,1530,17,Soccer,4,29.82,0.97
4200,1530,15,Basketball,1,10.7,0.11
4201,1530,16,Basketball,2,11.93,0.43
4202,1530,17,Basketball,3,15.68,0.77
4203,1531,16,Swimming,1,13.0,0.27
4204,1531,17,Swimming,2,15.35,0.54
4205,1531,14,Soccer,3,8.8,0.48
4206,1531,15,Soccer,4,10.4,0.69
4207,1531,16,Soccer,5,12.79,0.84
4208,1531,17,Soccer,6,14.23,0.91
4209,1533,14,Soccer,3,13.8,0.72
4210,1533,14,Basketball,4,12.0,0.77
4211,1533,14,Swimming,1,12.4,0.25
4212,1534,15,Soccer,2,12.9,0.43
4213,1534,15,Basketball,4,14.3,0.8
4214,1535,16,Basketball,1,15.0,0.33
4215,1535,15,Soccer,2,9.9,0.39
4216,1535,16,Soccer,3,13.11,0.69
4217,1537,14,Track and Field,2,14.6,0.5
4218,1537,15,Track and Field,3,16.6,0.74
4219,1537,15,Soccer,1,13.7,0.25
4220,1538,17,Basketball,1,15.3,0.33
4221,1538,18,Basketball,2,20.43,0.68
4222,1539,15,Soccer,1,7.7,0.03
4223,1540,16,Track and Field,1,15.0,0.32
4224,1543,15,Swimming,2,13.9,0.52
4225,1543,16,Swimming,3,18.92,0.85
4226,1543,16,Track and Field,1,13.0,0.24
4227,1544,16,Basketball,1,11.0,0.13
4228,1544,17,Basketball,2,12.8,0.46
4229,1544,18,Basketball,3,14.18,0.73
4230,1544,15,Swimming,4,14.3,0.81
4231,1544,16,Swimming,5,16.34,0.92
4232,1544,17,Swimming,6,22.5,0.99
4233,1544,18,Swimming,7,30.9,1.0
4234,1544,16,Track and Field,1,9.0,0.08
4235,1544,17,Track and Field,2,10.28,0.37
4236,1544,18,Track and Field,3,14.2,0.68
4237,1546,15,Swimming,1,9.7,0.09
4238,1546,16,Swimming,2,11.54,0.4
4239,1546,16,Track and Field,1,12.0,0.21
4240,1546,16,Basketball,1,9.0,0.04
4241,1547,16,Soccer,1,13.0,0.28
4242,1548,16,Track and Field,1,8.0,0.03
4243,1548,17,Track and Field,2,8.99,0.35
4244,1548,18,Track and Field,3,11.23,0.59
4245,1548,15,Soccer,3,13.1,0.69
4246,1548,16,Soccer,4,16.57,0.88
4247,1548,17,Soccer,5,21.08,0.95
4248,1548,18,Soccer,6,23.48,0.99
4249,1551,14,Soccer,3,11.8,0.62
4250,1551,14,Basketball,4,15.0,0.83
4251,1551,14,Swimming,2,12.6,0.48
4252,1554,16,Basketball,1,10.0,0.08
4253,1554,17,Basketball,2,12.55,0.49
4254,1554,18,Basketball,3,13.98,0.73
4255,1554,15,Track and Field,3,12.1,0.66
4256,1554,16,Track and Field,4,15.66,0.87
4257,1554,17,Track and Field,5,17.56,0.93
4258,1554,18,Track and Field,6,20.22,0.97
4259,1555,17,Track and Field,1,13.3,0.26
4260,1555,15,Basketball,1,12.7,0.24
4261,1555,16,Basketball,2,14.35,0.54
4262,1555,17,Basketball,3,18.85,0.83
4263,1556,15,Basketball,1,14.7,0.3
4264,1559,15,Swimming,1,12.7,0.19
4265,1559,16,Swimming,2,15.75,0.59
4266,1559,15,Track and Field,1,9.7,0.07
4267,1559,16,Track and Field,2,13.05,0.48
4268,1562,15,Track and Field,1,13.7,0.31
4269,1562,16,Track and Field,2,16.36,0.53
4270,1563,15,Basketball,1,14.7,0.29
4271,1563,16,Basketball,2,18.53,0.61
4272,1563,14,Track and Field,1,13.4,0.3
4273,1563,15,Track and Field,2,15.93,0.6
4274,1563,16,Track and Field,3,21.82,0.85
4275,1565,17,Basketball,1,11.3,0.13
4276,1567,15,Track and Field,2,7.9,0.34
4277,1567,15,Soccer,3,13.1,0.68
4278,1568,15,Swimming,1,11.7,0.21
4279,1568,15,Basketball,1,7.7,0.01
4280,1568,14,Track and Field,4,11.0,0.72
4281,1568,15,Track and Field,5,12.42,0.87
4282,1570,14,Soccer,4,10.0,0.65
4283,1570,15,Soccer,5,12.43,0.84
4284,1570,16,Soccer,6,16.18,0.94
4285,1570,16,Swimming,1,11.0,0.19
4286,1571,14,Track and Field,4,14.0,0.81
4287,1572,15,Soccer,2,10.9,0.38
4288,1572,16,Soccer,3,12.83,0.63
4289,1573,15,Soccer,1,9.7,0.07
4290,1573,16,Soccer,2,12.64,0.48
4291,1573,17,Soccer,3,14.68,0.72
4292,1573,17,Swimming,1,9.3,0.11
4293,1574,15,Track and Field,1,10.7,0.12
4294,1574,14,Soccer,1,12.4,0.18
4295,1574,15,Soccer,2,15.78,0.57
4296,1574,14,Swimming,2,11.6,0.44
4297,1574,15,Swimming,3,15.45,0.73
4298,1575,15,Swimming,4,8.3,0.56
4299,1575,15,Track and Field,4,9.3,0.61
4300,1575,15,Basketball,3,11.1,0.63
4301,1576,15,Track and Field,1,8.7,0.03
4302,1576,15,Basketball,1,14.7,0.31
4303,1576,14,Swimming,3,12.8,0.69
4304,1576,15,Swimming,4,16.47,0.86
4305,1577,14,Basketball,1,10.4,0.16
4306,1577,14,Track and Field,2,11.6,0.4
4307,1577,14,Swimming,4,9.0,0.59
4308,1578,14,Track and Field,1,7.4,0.0
4309,1580,15,Track and Field,3,14.1,0.67
4310,1580,16,Track and Field,4,17.01,0.86
4311,1581,14,Soccer,1,8.4,0.06
4312,1581,15,Soccer,2,10.12,0.37
4313,1581,16,Soccer,3,12.09,0.62
4314,1581,17,Soccer,4,14.58,0.81
4315,1584,15,Track and Field,3,14.1,0.66
4316,1584,16,Track and Field,4,18.81,0.9
4317,1584,16,Swimming,1,10.0,0.1
4318,1585,14,Soccer,3,7.8,0.41
4319,1585,14,Basketball,1,13.4,0.21
4320,1585,14,Track and Field,3,9.8,0.5
4321,1586,15,Basketball,3,10.1,0.54
4322,1586,15,Soccer,1,14.7,0.31
4323,1587,16,Soccer,1,9.0,0.06
4324,1587,17,Soccer,2,11.25,0.39
4325,1587,16,Track and Field,1,12.0,0.17
4326,1587,17,Track and Field,2,14.29,0.48
4327,1588,14,Swimming,3,8.8,0.5
4328,1588,14,Basketball,1,13.4,0.26
4329,1590,14,Swimming,2,13.6,0.51
